Uid,Title,Author,Abstract,Title_CN,Abstract_CN,Link,Meeting,Complete,Locked,Select1,Select2
1806,Robust Fine-tuning via Perturbation and Interpolation from In-batch Instances.,"Shoujie Tong, Qingxiu Dong, Damai Dai, Yifan song, Tianyu Liu, Baobao Chang, Zhifang Sui","Fine-tuning pretrained language models (PLMs) on downstream tasks has become common practice in natural language processing. However, most of the PLMs are vulnerable, e.g., they are brittle under adversarial attacks or imbalanced data, which hinders the application of the PLMs on some downstream tasks, especially in safe-critical scenarios. In this paper, we propose a simple yet effective fine-tuning method called Match-Tuning to force the PLMs to be more robust. For each instance in a batch, we involve other instances in the same batch to interact with it. To be specific, regarding the instances with other labels as a perturbation, Match-Tuning makes the model more robust to noise at the beginning of training. While nearing the end, Match-Tuning focuses more on performing an interpolation among the instances with the same label for better generalization. Extensive experiments on various tasks in GLUE benchmark show that Match-Tuning consistently outperforms the vanilla fine-tuning by $1.64$ scores. Moreover, Match-Tuning exhibits remarkable robustness to adversarial attacks and data imbalance.",通过扰动和插入实例的插值进行稳健的微调。,在下游任务上进行微调预审计的语言模型（PLM）已成为自然语言处理中的普遍做法。但是，大多数PLM都是脆弱的，例如，在对抗性攻击或不平衡数据下它们是脆弱的，这阻碍了PLM在某些下游任务上的应用，尤其是在安全关键的情况下。在本文中，我们提出了一种称为“匹配调节”的简单而有效的微调方法，以迫使PLM更强大。对于批处理中的每个实例，我们将同一批次中的其他实例与之互动。具体来说，关于其他标签作为扰动的实例，匹配调整使该模型在训练开始时对噪声更强大。在接近末端时，比赛调整的重点更多地是在具有相同标签的实例之间进行插值以更好地概括。关于胶水基准中各种任务的广泛实验表明，匹配调节始终优于香草微调的$ 1.64 $分数。此外，对抗攻击和数据失衡的匹配调整表现出显着的鲁棒性。,https://arxiv.org/abs/2205.00633,IJCAI,True,False,False,False
1807,Stochastic Coherence Over Attention Trajectory For Continuous Learning In Video Streams.,"Matteo Tiezzi, Simone Marullo, Lapo Faggi, Enrico Meloni, Alessandro Betti, Stefano Melacci","Devising intelligent agents able to live in an environment and learn by observing the surroundings is a longstanding goal of Artificial Intelligence. From a bare Machine Learning perspective, challenges arise when the agent is prevented from leveraging large fully-annotated dataset, but rather the interactions with supervisory signals are sparsely distributed over space and time. This paper proposes a novel neural-network-based approach to progressively and autonomously develop pixel-wise representations in a video stream. The proposed method is based on a human-like attention mechanism that allows the agent to learn by observing what is moving in the attended locations. Spatio-temporal stochastic coherence along the attention trajectory, paired with a contrastive term, leads to an unsupervised learning criterion that naturally copes with the considered setting. Differently from most existing works, the learned representations are used in open-set class-incremental classification of each frame pixel, relying on few supervisions. Our experiments leverage 3D virtual environments and they show that the proposed agents can learn to distinguish objects just by observing the video stream. Inheriting features from state-of-the art models is not as powerful as one might expect.",在视频流中连续学习的关注轨迹的随机连贯性。,设计能够在环境中生活并通过观察周围环境学习的智能代理是人工智能的长期目标。从裸露的机器学习的角度来看，当阻止代理商利用大型完全注销的数据集时，就会出现挑战，而与监督信号的交互在时空和时间上分布稀少。本文提出了一种基于神经网络的新型方法，可以在视频流中逐步自主地开发像素表示。所提出的方法基于一种类似人类的注意机制，该机制使代理可以通过观察参加的位置移动来学习。沿注意轨迹的时空随机连贯性与对比度术语配对，导致无监督的学习标准自然地应对所考虑的设置。与大多数现有作品不同，学到的表示形式用于每个框架像素的开放集类侵入性分类，依赖于很少的监督。我们的实验利用了3D虚拟环境，他们表明拟议的代理只能通过观察视频流来学会区分对象。从最先进的模型继承功能并不像人们期望的那么强大。,https://arxiv.org/abs/2204.12193,IJCAI,True,False,False,False
1808,"I^2R-Net: Intra- and Inter-Human Relation Network for Multi-Person Pose
  Estimation","Yiwei Ding, Wenjin Deng, Yinglin Zheng, Pengfei Liu, Meihong Wang, Xuan Cheng, Jianmin Bao, Dong Chen, Ming Zeng","In this paper, we present the Intra- and Inter-Human Relation Networks (I^2R-Net) for Multi-Person Pose Estimation. It involves two basic modules. First, the Intra-Human Relation Module operates on a single person and aims to capture Intra-Human dependencies. Second, the Inter-Human Relation Module considers the relation between multiple instances and focuses on capturing Inter-Human interactions. The Inter-Human Relation Module can be designed very lightweight by reducing the resolution of feature map, yet learn useful relation information to significantly boost the performance of the Intra-Human Relation Module. Even without bells and whistles, our method can compete or outperform current competition winners. We conduct extensive experiments on COCO, CrowdPose, and OCHuman datasets. The results demonstrate that the proposed model surpasses all the state-of-the-art methods. Concretely, the proposed method achieves 77.4% AP on CrowPose dataset and 67.8% AP on OCHuman dataset respectively, outperforming existing methods by a large margin. Additionally, the ablation study and visualization analysis also prove the effectiveness of our model.","I^2R-NET：多人姿势的内部和人际关系网络
  估计",在本文中，我们介绍了人际内和人际关系网络（I^2R-NET），以进行多人姿势估计。它涉及两个基本模块。首先，人类内部关系模块在一个人身上运行，旨在捕获人类内部依赖性。其次，人际关系模块考虑了多个实例之间的关系，并着重于捕获人间的相互作用。人际关系间的关系模块可以通过减少特征图的分辨率来设计非常轻巧，但学习有用的关系信息以显着提高人类内部关系模块的性能。即使没有铃铛和哨子，我们的方法也可以竞争或胜过当前的比赛获胜者。我们对可可，人群和ochuman数据集进行了广泛的实验。结果表明，所提出的模型超过了所有最新方法。具体而言，所提出的方法在众群数据集上达到了77.4％的AP和Ochuman数据集上的67.8％AP，从而超过了现有方法的大幅度优于较大的利润率。此外，消融研究和可视化分析还证明了我们的模型的有效性。,https://arxiv.org/abs/2206.10892,IJCAI,True,False,False,False
1809,Logically Consistent Adversarial Attacks for Soft Theorem Provers,"Alexander Gaskell, Yishu Miao, Lucia Specia, Francesca Toni","Recent efforts within the AI community have yielded impressive results towards ""soft theorem proving"" over natural language sentences using language models. We propose a novel, generative adversarial framework for probing and improving these models' reasoning capabilities. Adversarial attacks in this domain suffer from the logical inconsistency problem, whereby perturbations to the input may alter the label. Our Logically consistent AdVersarial Attacker, LAVA, addresses this by combining a structured generative process with a symbolic solver, guaranteeing logical consistency. Our framework successfully generates adversarial attacks and identifies global weaknesses common across multiple target models. Our analyses reveal naive heuristics and vulnerabilities in these models' reasoning capabilities, exposing an incomplete grasp of logical deduction under logic programs. Finally, in addition to effective probing of these models, we show that training on the generated samples improves the target model's performance.",逻辑上一致的对抗攻击，用于软定理掠夺者,AI社区中的最新努力为使用语言模型对自然语言句子的“软定理证明”产生了令人印象深刻的结果。我们提出了一个新颖的生成对抗框架，用于探测和改善这些模型的推理能力。该领域中的对抗性攻击遇到了逻辑上的不一致问题，因此对输入的扰动可能会改变标签。我们在逻辑上一致的对抗攻击者熔岩通过将结构化生成过程与符号求解器相结合，从而确保逻辑一致性来解决这一问题。我们的框架成功地产生了对抗性攻击，并确定了多个目标模型中常见的全球弱点。我们的分析揭示了这些模型的推理能力中天真的启发式方法和脆弱性，从而揭示了逻辑程序下逻辑扣除的不完全掌握。最后，除了对这些模型的有效探索外，我们还表明，对生成样品进行培训可以改善目标模型的性能。,https://arxiv.org/abs/2205.00047,IJCAI,True,False,False,False
1810,On the Utility of Prediction Sets in Human-AI Teams.,"Varun Babbar, Umang Bhatt, Adrian Weller","Research on human-AI teams usually provides experts with a single label, which ignores the uncertainty in a model's recommendation. Conformal prediction (CP) is a well established line of research that focuses on building a theoretically grounded, calibrated prediction set, which may contain multiple labels. We explore how such prediction sets impact expert decision-making in human-AI teams. Our evaluation on human subjects finds that set valued predictions positively impact experts. However, we notice that the predictive sets provided by CP can be very large, which leads to unhelpful AI assistants. To mitigate this, we introduce D-CP, a method to perform CP on some examples and defer to experts. We prove that D-CP can reduce the prediction set size of non-deferred examples. We show how D-CP performs in quantitative and in human subject experiments ($n=120$). Our results suggest that CP prediction sets improve human-AI team performance over showing the top-1 prediction alone, and that experts find D-CP prediction sets are more useful than CP prediction sets.",关于人类团队中预测集的实用性。,关于人类团队的研究通常为专家提供单个标签，这忽略了模型建议中的不确定性。共形预测（CP）是一项良好的研究线，重点是构建理论上接地的校准预测集，该集合可能包含多个标签。我们探讨了这种预测如何影响人类AI团队的专家决策。我们对人类受试者的评估发现，将有价值的预测对专家产生积极影响。但是，我们注意到CP提供的预测集可能非常大，这导致了无助的AI助手。为了减轻这种情况，我们介绍了D-CP，这是一种在某些示例中执行CP并延迟专家的方法。我们证明D-CP可以减少非脱佛像示例的预测集大小。我们展示了D-CP在定量和人类主题实验中的表现（$ n = 120 $）。我们的结果表明，CP预测集改善了人类AI团队的性能，而不是仅显示TOP-1预测，并且专家发现D-CP预测集比CP预测集更有用。,https://arxiv.org/abs/2205.01411,IJCAI,True,False,False,False
1811,Towards Universal Backward-Compatible Representation Learning.,"Binjie Zhang, Yixiao Ge, Yantao Shen, Shupeng Su, Chun Yuan, Xuyuan Xu, Yexin Wang, Ying Shan","Conventional model upgrades for visual search systems require offline refresh of gallery features by feeding gallery images into new models (dubbed as ""backfill""), which is time-consuming and expensive, especially in large-scale applications. The task of backward-compatible representation learning is therefore introduced to support backfill-free model upgrades, where the new query features are interoperable with the old gallery features. Despite the success, previous works only investigated a close-set training scenario (i.e., the new training set shares the same classes as the old one), and are limited by more realistic and challenging open-set scenarios. To this end, we first introduce a new problem of universal backward-compatible representation learning, covering all possible data split in model upgrades. We further propose a simple yet effective method, dubbed as Universal Backward-Compatible Training (UniBCT) with a novel structural prototype refinement algorithm, to learn compatible representations in all kinds of model upgrading benchmarks in a unified manner. Comprehensive experiments on the large-scale face recognition datasets MS1Mv3 and IJB-C fully demonstrate the effectiveness of our method.",朝着普遍的向后兼容表示学习。,视觉搜索系统的常规模型升级需要通过将图库图像馈入新型号（称为“回填”），需要脱机画廊功能，这是耗时且昂贵的，尤其是在大规模应用中。因此，介绍了向后兼容表示学习的任务，以支持无回填的模型升级，其中新的查询功能与旧画廊功能可互操作。尽管取得了成功，但以前的作品仅研究了近距离培训方案（即，新培训集与旧类别相同），并且受到更现实和更具挑战性的开放式场景的限制。为此，我们首先引入了通用向后兼容表示学习的新问题，涵盖了模型升级中所有可能的数据分配。我们进一步提出了一种简单而有效的方法，该方法将其称为具有新颖的结构原型改进算法的通用后向兼容训练（UNIBCT），以以统一的方式以各种模型升级基准来学习兼容表示。大规模面部识别数据集MS1MV3和IJB-C的全面实验完全证明了我们方法的有效性。,https://arxiv.org/abs/2203.01583,IJCAI,True,False,False,False
1812,Towards Robust Dense Retrieval via Local Ranking Alignment.,"xuanang chen, jian luo, ben he, le sun, yingfei sun","Dense retrieval (DR) has extended the employment of pre-trained language models, like BERT, for text ranking. However, recent studies have raised the robustness issue of DR model against query variations, like query with typos, along with non-trivial performance losses. Herein, we argue that it would be beneficial to allow the DR model to learn to align the relative positions of query-passage pairs in the representation space, as query variations cause the query vector to drift away from its original position, affecting the subsequent DR effectiveness. To this end, we propose RoDR, a novel robust DR model that learns to calibrate the in-batch local ranking of query variation to that of original query for the DR space alignment. Extensive experiments on MS MARCO and ANTIQUE datasets show that RoDR significantly improves the retrieval results on both the original queries and different types of query variations. Meanwhile, RoDR provides a general query noise-tolerate learning framework that boosts the robustness and effectiveness of various existing DR models. Our code and models are openly available at https://github.com/cxa-unique/RoDR.",通过本地排名对准进行稳健的密集检索。,密集的检索（DR）已扩展了诸如伯特（Bert）等文本排名的预训练语言模型的使用。然而，最近的研究提出了DR模型的鲁棒性问题，可以针对查询变化（例如与错别字查询）以及非平凡的性能损失。在本文中，我们认为，允许DR模型学会对齐在表示空间中的查询 - 通用对的相对位置将是有益的，因为查询变化会导致查询向量从其原始位置移开，从而影响了后续DR效力。为此，我们提出了Rodr，这是一种新颖的强大DR模型，该模型学会了将查询变化的批量内部排名校准为DR空间对齐的原始查询的局部排名。关于MARCO女士和古董数据集的广泛实验表明，RODR显着改善了原始查询和不同类型的查询变化的检索结果。同时，Rodr提供了一个通用的查询噪声学习框架，可提高各种现有DR模型的鲁棒性和有效性。我们的代码和型号可在https://github.com/cxa-unique/rodr上公开获得。,http://www.icip.org.cn/team/sunle/,IJCAI,True,False,False,False
1813,PG3: Policy-Guided Planning for Generalized Policy Generation.,"Ryan Yang, Tom Silver, Aidan Curtis, Tomas Lozano-Perez, Leslie Pack Kaelbling","A longstanding objective in classical planning is to synthesize policies that generalize across multiple problems from the same domain. In this work, we study generalized policy search-based methods with a focus on the score function used to guide the search over policies. We demonstrate limitations of two score functions and propose a new approach that overcomes these limitations. The main idea behind our approach, Policy-Guided Planning for Generalized Policy Generation (PG3), is that a candidate policy should be used to guide planning on training problems as a mechanism for evaluating that candidate. Theoretical results in a simplified setting give conditions under which PG3 is optimal or admissible. We then study a specific instantiation of policy search where planning problems are PDDL-based and policies are lifted decision lists. Empirical results in six domains confirm that PG3 learns generalized policies more efficiently and effectively than several baselines. Code: https://github.com/ryangpeixu/pg3",PG3：对广义政策生成的政策指导计划。,古典计划的一个长期目标是合成从同一领域跨越多个问题的政策。在这项工作中，我们研究了基于策略搜索的通用方法，重点是用于指导搜索政策的分数功能。我们证明了两个分数函数的局限性，并提出了一种克服这些局限性的新方法。我们的方法背后的主要思想，政策指导的广义政策生成计划（PG3），是应使用候选政策来指导培训问题的计划，以此作为评估该候选人的机制。简化设置中的理论结果给出了PG3最佳或可接受的条件。然后，我们研究了政策搜索的特定实例化，在该搜索中，计划问题是基于PDDL的，并取消了决策列表。六个领域的经验结果证实，与几个基准相比，PG3更有效地学习通用政策。代码：https：//github.com/ryangpeixu/pg3,https://arxiv.org/abs/2204.10420,IJCAI,True,False,False,False
1814,One Weird Trick to Improve Your Semi-Weakly Supervised Semantic Segmentation Model.,"Wonho Bae, Junhyug Noh, Milad Jalali Asadabadi, Danica J. Sutherland","Semi-weakly supervised semantic segmentation (SWSSS) aims to train a model to identify objects in images based on a small number of images with pixel-level labels, and many more images with only image-level labels. Most existing SWSSS algorithms extract pixel-level pseudo-labels from an image classifier - a very difficult task to do well, hence requiring complicated architectures and extensive hyperparameter tuning on fully-supervised validation sets. We propose a method called prediction filtering, which instead of extracting pseudo-labels, just uses the classifier as a classifier: it ignores any segmentation predictions from classes which the classifier is confident are not present. Adding this simple post-processing method to baselines gives results competitive with or better than prior SWSSS algorithms. Moreover, it is compatible with pseudo-label methods: adding prediction filtering to existing SWSSS algorithms further improves segmentation performance.",一个奇怪的技巧，可以改善您的半弱监督语义细分模型。,半弱监督的语义分割（SWSSS）旨在训练模型，以基于少数带有像素级标签的图像以及仅带有图像级标签的更多图像来识别图像中的对象。大多数现有的SWSS算法从图像分类器中提取像素级伪标签 - 这是一个非常困难的任务，因此需要复杂的体系结构和对完全监督验证集进行大量的超参数调整。我们提出了一种称为预测过滤的方法，该方法不是提取伪标签，而只是将分类器用作分类器：它忽略了分类器不存在的类中的任何分割预测。将此简单的后处理方法添加到基准中，与先前的SWSSS算法相比，结果具有竞争力或更好的结果。此外，它与伪标签方法兼容：将预测过滤添加到现有的SWSSS算法中进一步改善了细分性能。,https://arxiv.org/abs/2205.01233,IJCAI,True,False,False,False
1815,Learning Multi-dimensional Edge Feature-based AU Relation Graph for Facial Action Unit Recognition.,"Cheng Luo, Siyang Song, Weicheng Xie, Linlin Shen, Hatice Gunes","The activations of Facial Action Units (AUs) mutually influence one another. While the relationship between a pair of AUs can be complex and unique, existing approaches fail to specifically and explicitly represent such cues for each pair of AUs in each facial display. This paper proposes an AU relationship modelling approach that deep learns a unique graph to explicitly describe the relationship between each pair of AUs of the target facial display. Our approach first encodes each AU's activation status and its association with other AUs into a node feature. Then, it learns a pair of multi-dimensional edge features to describe multiple task-specific relationship cues between each pair of AUs. During both node and edge feature learning, our approach also considers the influence of the unique facial display on AUs' relationship by taking the full face representation as an input. Experimental results on BP4D and DISFA datasets show that both node and edge feature learning modules provide large performance improvements for CNN and transformer-based backbones, with our best systems achieving the state-of-the-art AU recognition results. Our approach not only has a strong capability in modelling relationship cues for AU recognition but also can be easily incorporated into various backbones. Our PyTorch code is made available.",学习基于面部动作单元识别的多维边缘特征AU关系图。,面部动作单位（AUS）的激活相互影响。尽管一对AU之间的关系可能是复杂且独特的，但现有方法无法具体而明确地代表每个面部显示中每对AUS的此类提示。本文提出了一种AU关系建模方法，该方法深入了解独特的图表，以明确描述目标面部显示的每对AU之间的关系。我们的方法首先将每个AU的激活状态及其与其他AU的关联编码为节点功能。然后，它学习了一对多维边缘功能，以描述每对AUS之间的多个特定于任务的关系线索。在节点和边缘功能学习期间，我们的方法还考虑了独特的面部展示对AUS关系的影响，通过将完整的面部表示作为输入。BP4D和DISFA数据集的实验结果表明，节点和边缘特征学习模块都为CNN和基于变压器的骨架提供了巨大的性能改进，我们的最佳系统可实现最先进的AU识别结果。我们的方法不仅具有强大的AU识别建模关系线索的能力，而且可以轻松地将其纳入各种骨架中。我们的Pytorch代码可用。,https://arxiv.org/abs/2205.01782,IJCAI,True,False,False,False
1816,SELC: Self-Ensemble Label Correction Improves Learning with Noisy Labels.,"Yangdi Lu, Wenbo He","Deep neural networks are prone to overfitting noisy labels, resulting in poor generalization performance. To overcome this problem, we present a simple and effective method self-ensemble label correction (SELC) to progressively correct noisy labels and refine the model. We look deeper into the memorization behavior in training with noisy labels and observe that the network outputs are reliable in the early stage. To retain this reliable knowledge, SELC uses ensemble predictions formed by an exponential moving average of network outputs to update the original noisy labels. We show that training with SELC refines the model by gradually reducing supervision from noisy labels and increasing supervision from ensemble predictions. Despite its simplicity, compared with many state-of-the-art methods, SELC obtains more promising and stable results in the presence of class-conditional, instance-dependent, and real-world label noise. The code is available at https://github.com/MacLLL/SELC.",SELC：自我填充标签校正可改善嘈杂的标签的学习。,深度神经网络容易适合嘈杂的标签，从而导致概括性能差。为了克服这个问题，我们提出了一个简单有效的方法自我安装标签校正（SELC），以逐步纠正嘈杂的标签并完善模型。我们更深入地研究了带有嘈杂标签的训练中的记忆行为，并观察到网络输出在早期阶段是可靠的。为了保留这种可靠的知识，SELC使用网络输出的指数移动平均值形成的集合预测来更新原始噪声标签。我们表明，使用SELC的培训通过逐渐减少嘈杂标签的监督并增加整体预测的监督来完善模型。尽管它很简单，但与许多最先进的方法相比，SELC在存在类别条件，依赖实例和现实世界标签噪声的情况下获得了更有希望和稳定的结果。该代码可在https://github.com/maclll/selc上找到。,https://arxiv.org/abs/2205.01156,IJCAI,True,False,False,False
1817,The Limits of Morality in Strategic Games.,"Rui Cao, Pavel Naumov","A coalition is blameable for an outcome if the coalition had a strategy to prevent it. It has been previously suggested that the cost of prevention, or the cost of sacrifice, can be used to measure the degree of blameworthiness. The paper adopts this approach and proposes a modal logical system for reasoning about the degree of blameworthiness. The main technical result is a completeness theorem for the proposed system.",战略游戏中道德的局限性。,如果联盟有防止联盟的策略，则联盟可以取得成果。以前已经提出，预防成本或牺牲成本可用于衡量责备程度。该论文采用了这种方法，并提出了一个模态逻辑系统，用于推理责备程度。主要技术结果是拟议系统的完整定理。,db/journals/corr/corr1901.html#abs-1901-08467,IJCAI,True,False,False,False
1818,Forgiving Debt in Financial Network Games.,"Panagiotis Kanellopoulos, Maria Kyropoulou, Hao Zhou","A financial system is represented by a network, where nodes correspond to banks, and directed labeled edges correspond to debt contracts between banks. Once a payment schedule has been defined, where we assume that a bank cannot refuse a payment towards one of its lenders if it has sufficient funds, the liquidity of the system is defined as the sum of total payments made in the network. Maximizing systemic liquidity is a natural objective of any financial authority, so, we study the setting where the financial authority offers bailout money to some bank(s) or forgives the debts of others in order to maximize liquidity, and examine efficient ways to achieve this. We investigate the approximation ratio provided by the greedy bailout policy compared to the optimal one, and we study the computational hardness of finding the optimal debt-removal and budget-constrained optimal bailout policy, respectively.   We also study financial systems from a game-theoretic standpoint. We observe that the removal of some incoming debt might be in the best interest of a bank, if that helps one of its borrowers remain solvent and avoid costs related to default. Assuming that a bank's well-being (i.e., utility) is aligned with the incoming payments they receive from the network, we define and analyze a game among banks who want to maximize their utility by strategically giving up some incoming payments. In addition, we extend the previous game by considering bailout payments. After formally defining the above games, we prove results about the existence and quality of pure Nash equilibria, as well as the computational complexity of finding such equilibria.",宽恕金融网络游戏中的债务。,金融体系由网络代表，该网络与银行相对应，并定向标记的边缘对应于银行之间的债务合同。一旦定义了付款时间表，我们假设银行将无法拒绝其一家贷方付款，如果该贷方有足够的资金，则该系统的流动性定义为网络中付款的总付款总和。最大化系统流动性是任何财务机构的自然目标，因此，我们研究金融机构向某些银行提供救助金钱或原谅他人债务以最大程度地提高流动性并检查有效的方法来实现这一目标的环境。我们研究了贪婪的救助政策与最佳计划相比提供的近似值，我们研究了分别查找最佳债务解释和预算约束最佳救助政策的计算硬度。我们还从游戏理论的角度研究金融系统。我们观察到，如果有助于其一名借款人保持偿付能力并避免与违约有关的成本，那么消除某些传入的债务可能符合银行的最大利益。假设银行的福祉（即公用事业）与他们从网络中收到的传入付款保持一致，我们将在希望通过策略性地放弃一些传入的付款来最大化其效用的银行中定义和分析一场游戏。此外，我们通过考虑救助付款来扩展上一款游戏。在正式定义上述游戏之后，我们证明了纯纳什平衡的存在和质量以及找到这种均衡的计算复杂性。,https://arxiv.org/abs/2202.10986,IJCAI,True,False,False,False
1819,Dynamic Graph Learning Based on Hierarchical Memory for Origin-Destination Demand Prediction.,"Ruixing Zhang, Liangzhe Han, Boyi Liu, Jiayuan Zeng, Leilei Sun","Recent years have witnessed a rapid growth of applying deep spatiotemporal methods in traffic forecasting. However, the prediction of origin-destination (OD) demands is still a challenging problem since the number of OD pairs is usually quadratic to the number of stations. In this case, most of the existing spatiotemporal methods fail to handle spatial relations on such a large scale. To address this problem, this paper provides a dynamic graph representation learning framework for OD demands prediction. In particular, a hierarchical memory updater is first proposed to maintain a time-aware representation for each node, and the representations are updated according to the most recently observed OD trips in continuous-time and multiple discrete-time ways. Second, a spatiotemporal propagation mechanism is provided to aggregate representations of neighbor nodes along a random spatiotemporal route which treats origin and destination as two different semantic entities. Last, an objective function is designed to derive the future OD demands according to the most recent node representations, and also to tackle the data sparsity problem in OD prediction. Extensive experiments have been conducted on two real-world datasets, and the experimental results demonstrate the superiority of the proposed method. The code and data are available at https://github.com/Rising0321/HMOD.",基于层次记忆的动态图学习，用于原点用途需求预测。,近年来，在交通预测中采用深层时空方法的迅速增长。但是，由于OD对数的数量通常对站的数量是二次的，因此原点用途（OD）需求的预测仍然是一个具有挑战性的问题。在这种情况下，大多数现有的时空方法都无法在如此大的规模上处理空间关系。为了解决这个问题，本文为OD需求预测提供了动态图表的学习框架。特别是，首先提出了分层内存更新程序，以维持每个节点的时间感知表示形式，并根据最近观察到的OD Trips以连续的时间和多个离散时间方式进行更新。其次，提供了时空传播机制，以沿随机时空途径汇总邻居节点的表示，该途径将原点和目的地视为两个不同的语义实体。最后，目标函数旨在根据最新的节点表示来得出未来的OD需求，并在OD预测中解决数据稀疏问题。已经在两个现实世界数据集上进行了广泛的实验，实验结果证明了该方法的优越性。代码和数据可在https://github.com/rising0321/hmod上获得。,https://arxiv.org/abs/2205.14593,IJCAI,True,False,False,False
1820,Lyra: A Benchmark for Turducken-Style Code Generation.,"Qingyuan Liang, Zeyu Sun, Qihao Zhu, Wenjie Zhang, Lian Yu, Yingfei Xiong, Lu Zhang","Recently, neural techniques have been used to generate source code automatically. While promising for declarative languages, these approaches achieve much poorer performance on datasets for imperative languages. Since a declarative language is typically embedded in an imperative language (i.e., the turducken-style programming) in real-world software development, the promising results on declarative languages can hardly lead to significant reduction of manual software development efforts. In this paper, we define a new code generation task: given a natural language comment, this task aims to generate a program in a base imperative language with an embedded declarative language. To our knowledge, this is the first turducken-style code generation task. For this task, we present Lyra: a dataset in Python with embedded SQL. This dataset contains 2,000 carefully annotated database manipulation programs from real-world projects. Each program is paired with both a Chinese comment and an English comment. In our experiment, we adopted Transformer, BERT-style, and GPT-style models as baselines. In the best setting, the generation performance of GPT-style models is better than others, where the AST exact matching accuracy is 24% and 25.5% when using Chinese and English comments, respectively. Therefore, we believe that Lyra provides a new challenge for code generation. Yet, overcoming this challenge may significantly boost the applicability of code generation techniques for real-world software development.",Lyra：Turducken式代码生成的基准。,"最近，神经技术已用于自动生成源代码。这些方法在有望获得声明语言的同时，在命令式语言的数据集上的性能差得多。由于通常将声明性语言嵌入了现实世界软件开发中的命令式语言（即Turducken式编程）中，因此声明语言的有希望的结果几乎不会导致手动软件开发工作大幅减少。在本文中，我们定义了一项新的代码生成任务：鉴于自然语言评论，此任务旨在用嵌入式声明语言以基本命令性语言生成程序。据我们所知，这是第一个Turducken风格的代码生成任务。对于此任务，我们将Lyra：Python中的数据集提出了嵌入式SQL。该数据集包含来自现实世界项目的2,000个精心注释的数据库操作程序。每个程序都与中文评论和英文评论配对。在我们的实验中，我们采用了变压器，伯特风格和GPT风格的模型作为基础。在最佳环境中，GPT风格模型的生成性能比其他模型更好，在使用中文和英语评论时，AST精确匹配的精度分别为24％和25.5％。因此，我们认为Lyra为代码生成提供了新的挑战。但是，克服这一挑战可能会大大提高代码生成技术在现实世界软件开发中的适用性。",https://arxiv.org/abs/2108.12144,IJCAI,True,False,False,False
1821,Augmenting Anchors by the Detector Itself.,"Xiaopei Wan, Shengjie Chen, Yujiu Yang, Zhenhua Guo, Fangbo Tao","It is difficult to determine the scale and aspect ratio of anchors for anchor-based object detection methods. Current state-of-the-art object detectors either determine anchor parameters according to objects' shape and scale in a dataset, or avoid this problem by utilizing anchor-free method. In this paper, we propose a gradient-free anchor augmentation method named AADI, which means Augmenting Anchors by the Detector Itself. AADI is not an anchor-free method, but it converts the scale and aspect ratio of anchors from a continuous space to a discrete space, which greatly alleviates the problem of anchors' designation. Furthermore, AADI does not add any parameters or hyper-parameters, which is beneficial for future research and downstream tasks. Extensive experiments on COCO dataset show that AADI has obvious advantages for both two-stage and single-stage methods, specifically, AADI achieves at least 2.1 AP improvements on Faster R-CNN and 1.6 AP improvements on RetinaNet, using ResNet-50 model. We hope that this simple and cost-efficient method can be widely used in object detection.",增加探测器本身的锚点。,很难确定基于锚点的对象检测方法的锚定比例和纵横比。当前的最新对象检测器要么根据数据集中的对象的形状和比例确定锚定参数，要么通过使用无锚方法来避免此问题。在本文中，我们提出了一种名为AADI的无梯度锚固方法，这意味着探测器本身增加锚点。AADI不是一种无锚方法，而是将锚定比的规模和纵横比从连续空间转换为离散空间，从而大大减轻了锚指定的问题。此外，AADI不会添加任何参数或超参数，这对未来的研究和下游任务有益。对可可数据集的广泛实验表明，AADI对于两阶段和单阶段方法具有明显的优势，具体来说，AADI使用Resnet-50模型可以至少对更快的R-CNN进行至少2.1 AP改进，并在视网膜上改善了1.6 AP。我们希望这种简单且具有成本效益的方法可以广泛用于对象检测中。,https://arxiv.org/abs/2105.14086,IJCAI,True,False,False,False
